Name;Country name EN;Coordinates
Maslovo;Ukraine;45.79197, 34.36298
Tenistoye;Ukraine;44.74303, 33.66812
Boykivske;Ukraine;47.40994, 38.02476
Tovtry;Ukraine;48.56667, 25.86667
Tatarbunary;Ukraine;45.83861, 29.61123
Klepinino;Ukraine;45.528, 34.18315
Tarutyne;Ukraine;46.18757, 29.14635
Tarashcha;Ukraine;49.55883, 30.49967
Tarakaniv;Ukraine;50.37961, 25.70843
Tankovoye;Ukraine;44.65829, 33.80929
Sary-Bash;Ukraine;45.57142, 33.78728
Tamaryne;Ukraine;47.01875, 33.00243
Talne;Ukraine;48.88891, 30.6965
Talalaivka;Ukraine;50.95783, 31.92085
Talalaivka;Ukraine;50.83913, 33.14374
Taborivka;Ukraine;47.60863, 31.38391
Tabaky;Ukraine;45.72669, 28.60686
Tabachnoye;Ukraine;45.61257, 34.61497
Tabachnoye;Ukraine;44.90175, 33.67638
Syrove;Ukraine;47.89552, 30.45692
Sievierodonetsk;Ukraine;48.94628, 38.48624
Sychavka;Ukraine;46.64195, 31.10454
Svyatogorsk;Ukraine;49.04101, 37.57194
Svitiaz;Ukraine;51.48211, 23.85904
Druzhba;Ukraine;49.36996, 25.6381
Svetloye;Ukraine;45.6332, 34.66264
Svitlovodsk;Ukraine;49.06287, 33.2458
Svitlodolynske;Ukraine;46.09137, 29.58732
Svetlodarsk;Ukraine;48.43374, 38.22331
Dovzhansk;Ukraine;48.08964, 39.65243
Ivanove;Ukraine;46.67688, 30.88484
Svatove;Ukraine;49.40719, 38.15362
Svarychiv;Ukraine;48.95907, 24.18942
Svalyava;Ukraine;48.54735, 22.98673
Suvorovskoye;Ukraine;45.25171, 33.37194
Suvorove;Ukraine;45.58174, 28.98179
Sutysky;Ukraine;49.03901, 28.41956
Susanino;Ukraine;45.49898, 33.69854
Sursko-Mykhailivka;Ukraine;48.27437, 34.72655
Sumy;Ukraine;50.9216, 34.80029
Sukhyi Lyman;Ukraine;46.39213, 30.6458
Sukhovolya;Ukraine;49.82426, 23.8377
Sukhoverkhiv;Ukraine;48.46199, 25.75439
Sukholuzhzhia;Ukraine;46.21667, 30.26402
Stepnohirsk;Ukraine;47.59015, 35.36399
Sukhodilsk;Ukraine;48.35022, 39.72698
Sudova Vyshnia;Ukraine;49.78892, 23.37218
Sudak;Ukraine;44.84924, 34.97471
Sucheveny;Ukraine;48.05557, 25.84032
Subottsi;Ukraine;48.65557, 32.51558
Studenok;Ukraine;49.08888, 37.48999
Stryi;Ukraine;49.26171, 23.84721
Striukove;Ukraine;47.37546, 30.57588
Strumok;Ukraine;45.72378, 29.44076
Stroyntsi;Ukraine;48.24555, 26.25563
Strogonovka;Ukraine;44.9497, 34.17924
Stryzhavka;Ukraine;49.30955, 28.47208
Striletskyy Kut;Ukraine;48.33192, 25.82043
Strabychovo;Ukraine;48.38993, 22.5494
Stizhkivske;Ukraine;48.11333, 38.4925
Storozhnytsia;Ukraine;48.60403, 22.23269
Storozhynets;Ukraine;48.15938, 25.72144
Stolbovoye;Ukraine;45.3627, 33.49584
Stetseva;Ukraine;48.52638, 25.57411
Stepove;Ukraine;47.18937, 31.51772
Botanicheskoye;Ukraine;45.78656, 33.54856
Stepnoye;Ukraine;45.65212, 33.77441
Stepkivka;Ukraine;47.89134, 30.90553
Stepanivka;Ukraine;46.79489, 29.98684
Stebnyk;Ukraine;49.30098, 23.55197
Stebliv;Ukraine;49.40163, 31.09557
Stayky;Ukraine;50.07818, 30.9038
Stavrove;Ukraine;47.61585, 29.5563
Stavkove;Ukraine;47.17961, 30.63545
Stavyshche;Ukraine;50.40051, 29.52796
Stavyshche;Ukraine;49.39251, 30.19231
Stavchany;Ukraine;48.51011, 25.68101
Stavchany;Ukraine;48.39008, 26.40319
Staryi Sambir;Ukraine;49.44199, 23.00185
Staryi Saltiv;Ukraine;50.07619, 36.78852
Staryy Merchyk;Ukraine;49.98147, 35.75904
Staryi Krym;Ukraine;47.16105, 37.48808
Stary Krym;Ukraine;45.02887, 35.09174
Stari Troyany;Ukraine;45.67264, 29.1787
Stari Kuty;Ukraine;48.27943, 25.163
Stari Broskivtsi;Ukraine;48.23912, 25.74668
Stari Bohorodchany;Ukraine;48.82857, 24.5255
Staroye Selo;Ukraine;49.70769, 24.19327
Starosillya;Ukraine;46.33129, 29.46926
Starokostyantyniv;Ukraine;49.75522, 27.21229
Starokozache;Ukraine;46.33583, 29.98876
Starobesheve;Ukraine;47.75038, 38.03051
Starobilsk;Ukraine;49.27719, 38.91673
Starychi;Ukraine;49.98001, 23.55848
Starohorozhene;Ukraine;47.49653, 32.34161
Temriuk;Ukraine;47.26507, 36.98016
Stara Vyzhivka;Ukraine;51.43762, 24.43997
Stara Ushytsya;Ukraine;48.59427, 27.07487
Stara Tsarychanka;Ukraine;46.28873, 29.86709
Stara Sil;Ukraine;49.48906, 22.96589
Stara Syniava;Ukraine;49.59709, 27.615
Stara Nekrasivka;Ukraine;45.33721, 28.92322
Murafa;Ukraine;48.76734, 28.21519
Stara Kulna;Ukraine;47.69476, 29.31494
Stanislavka;Ukraine;47.72783, 29.25332
Stanislav;Ukraine;46.57309, 32.15001
Stanytsia Luhanska;Ukraine;48.66247, 39.48358
Stanivtsi;Ukraine;48.08333, 26.06667
Stal’noye;Ukraine;45.70814, 34.56238
Stalnivtsi;Ukraine;48.30389, 26.55281
Stakhanovka;Ukraine;45.37062, 33.94883
Kadiyivka;Ukraine;48.56818, 38.64352
Serednie Vodiane;Ukraine;47.98293, 23.90904
Serednye;Ukraine;48.54006, 22.50441
Sribne;Ukraine;50.66384, 32.91867
Yampil;Ukraine;48.24056, 28.28141
Spaske;Ukraine;48.6577, 35.04966
Spas;Ukraine;48.88727, 24.06164
Sovetskiy;Ukraine;45.34267, 34.92463
Sosnytsia;Ukraine;51.52387, 32.49985
Solotvyno;Ukraine;47.94728, 23.87433
Solotvyn;Ukraine;48.7063, 24.42164
Solonka;Ukraine;49.75621, 24.01028
Solonytsivka;Ukraine;49.99682, 36.03464
Solnechnogorskoye;Ukraine;44.74722, 34.53999
Solnechnaya Dolina;Ukraine;44.87185, 35.10622
Solone;Ukraine;48.20907, 34.87585
Voznesenske;Ukraine;47.62065, 31.53311
Sokolinoye;Ukraine;44.55041, 33.95897
Ilyinka;Ukraine;45.81784, 33.79482
Sokyryany;Ukraine;48.44913, 27.41138
Sokal;Ukraine;50.47438, 24.28288
Sofiyivka;Ukraine;48.04734, 33.87237
Sofiyivka;Ukraine;47.68285, 32.36155
Sofiivka;Ukraine;45.09456, 34.00133
Sobolivka;Ukraine;48.61654, 29.48911
Sniatyn;Ukraine;48.44883, 25.55994
Snyachiv;Ukraine;48.19071, 25.84471
Snihurivka;Ukraine;47.07651, 32.8197
Snizhne;Ukraine;48.02612, 38.77225
Smotrych;Ukraine;48.94707, 26.5586
Smoline;Ukraine;48.60127, 31.31292
Smila;Ukraine;49.23295, 31.88427
Sloviansk;Ukraine;48.84974, 37.59739
Slov`yanoserbsk;Ukraine;48.69779, 38.98133
Slobidka;Ukraine;47.88372, 29.344
Sloboda;Ukraine;51.19806, 33.60695
Sloboda;Ukraine;48.27781, 26.19726
Slavyanskoye;Ukraine;45.72768, 33.32165
Slavuta;Ukraine;50.29609, 26.86613
Slavske;Ukraine;48.84123, 23.44973
Slavnoye;Ukraine;45.72176, 33.23689
Slavhorod;Ukraine;48.09951, 35.51722
Slatyne;Ukraine;50.21041, 36.15376
Skvortsovo;Ukraine;45.07542, 33.82084
Skvyra;Ukraine;49.73303, 29.66426
Skole;Ukraine;49.03717, 23.51346
Skhidnytsia;Ukraine;49.22409, 23.35245
Skelivka;Ukraine;49.53686, 22.96664
Skalistoye;Ukraine;44.81686, 33.97791
Skalat;Ukraine;49.42544, 25.97598
Skala-Podilska;Ukraine;48.85014, 26.20064
Skadovsk;Ukraine;46.11313, 32.90978
Sizovka;Ukraine;45.34892, 33.87669
Syvaske;Ukraine;46.38503, 34.54683
Sytkivtsi;Ukraine;48.90932, 29.19871
Syniukhyn Brid;Ukraine;48.14431, 30.82103
Synevyrska Poliana;Ukraine;48.58484, 23.6891
Synevyr;Ukraine;48.49947, 23.62179
Synelnykove;Ukraine;48.32362, 35.52612
Simferopol;Ukraine;44.95719, 34.11079
Simeiz;Ukraine;44.40646, 34.00704
Shyshkivtsi;Ukraine;48.55048, 25.63242
Shumsk;Ukraine;50.11775, 26.11792
Shubranets;Ukraine;48.39552, 25.88794
Shturmovoye;Ukraine;44.56767, 33.62245
Shramkivka;Ukraine;50.1396, 32.12512
Shpola;Ukraine;49.01291, 31.3926
Shpykiv;Ukraine;48.78411, 28.56359
Shostka;Ukraine;51.86296, 33.4698
Sholokhove;Ukraine;47.69805, 34.03347
Shklo;Ukraine;49.95675, 23.54408
Mykhaylivka;Ukraine;47.13689, 31.62523
Shyshaky;Ukraine;49.87574, 34.00645
Shyryayeve;Ukraine;47.38483, 30.19065
Shyrivtsi;Ukraine;48.42395, 26.29729
Shyroke;Ukraine;47.95711, 38.2316
Shyroke;Ukraine;47.6855, 33.26147
Shyroke;Ukraine;45.96499, 30.0903
Pshenichnoye;Ukraine;45.64627, 34.83767
Shyrokolanivka;Ukraine;47.16609, 31.43171
Shypyntsi;Ukraine;48.37598, 25.75018
Shylivtsi;Ukraine;48.4262, 26.20272
Partizany;Ukraine;45.14373, 35.15509
Shevchenkove;Ukraine;49.69524, 37.17513
Shevchenkove;Ukraine;46.8625, 32.20019
Shevchenkove;Ukraine;45.55487, 29.33354
Sheshory;Ukraine;48.32428, 24.97016
Sloboda-Komarivtsi;Ukraine;48.22842, 25.62757
Shershentsi;Ukraine;47.98823, 29.00876
Shepetivka;Ukraine;50.18118, 27.06517
Shelkovichnoye;Ukraine;45.18748, 33.68807
Shebutyntsi;Ukraine;48.51945, 27.17144
Snovsk;Ukraine;51.81943, 31.94412
Shchyrets;Ukraine;49.65296, 23.85826
Shcherbynivka;Ukraine;48.39489, 37.79102
Shcherbanka;Ukraine;46.69534, 30.18889
Shcherbani;Ukraine;47.51979, 31.74856
Shchebetovka;Ukraine;44.93845, 35.15834
Shatsk;Ukraine;51.50208, 23.93806
Sharhorod;Ukraine;48.73562, 28.08459
Shalyhyne;Ukraine;51.57167, 34.12167
Shakhtarsk;Ukraine;48.05657, 38.43826
Shabo;Ukraine;46.12657, 30.38567
Siversk;Ukraine;48.86588, 38.09779
Sevastopol;Ukraine;44.60795, 33.52134
Serpneve;Ukraine;46.30452, 29.01519
Serhiyi;Ukraine;47.9883, 25.15545
Serhiyivka;Ukraine;46.0251, 30.36826
Serhiivka;Ukraine;46.00055, 29.95801
Seredyna-Buda;Ukraine;52.18886, 34.03613
Serebrianka;Ukraine;48.91963, 38.13543
Serebryanka;Ukraine;45.63937, 33.49632
Serebriia;Ukraine;48.45556, 27.71635
Serby;Ukraine;48.10061, 29.0646
Serbka;Ukraine;47.00502, 30.76252
Serbychany;Ukraine;48.49701, 27.29124
Sentianivka;Ukraine;48.66972, 38.75028
Sencha;Ukraine;50.25482, 33.34602
Semisotka;Ukraine;45.24676, 35.565
Semypolky;Ukraine;50.72627, 30.93441
Simeikyne;Ukraine;48.32643, 39.53366
Semenivka;Ukraine;52.1786, 32.58181
Semenivka;Ukraine;49.59655, 33.17943
Semenivka;Ukraine;47.94661, 31.06115
Seliatyn;Ukraine;47.86737, 25.19925
Selyshche;Ukraine;48.49899, 27.08969
Selydove;Ukraine;48.14446, 37.30058
Silets;Ukraine;50.29712, 24.20462
Sekretarka;Ukraine;48.05062, 30.5251
Sekretarivka;Ukraine;46.6598, 30.28327
Siedove;Ukraine;47.0787, 38.15368
Sedniv;Ukraine;51.64473, 31.56497
Sebyne;Ukraine;47.19905, 31.85919
Shchastia;Ukraine;48.73784, 39.23047
Savran;Ukraine;48.1293, 30.0833
Savyntsi;Ukraine;49.40505, 37.05517
Sataniv;Ukraine;49.25481, 26.25417
Sarny;Ukraine;51.33795, 26.60191
Sarazhinka;Ukraine;48.08834, 29.44918
Sarata;Ukraine;46.02056, 29.66444
Sambir;Ukraine;49.51631, 23.2006
Salkove;Ukraine;48.25677, 29.98347
Saki;Ukraine;45.13424, 33.59996
Sakhnovshchyna;Ukraine;49.14894, 35.87374
Safyany;Ukraine;45.40273, 28.8777
Sadzhavka;Ukraine;48.56734, 24.79969
Sadove;Ukraine;46.01999, 29.27624
Sadovoye;Ukraine;45.31037, 34.6526
Yurkivtsi;Ukraine;48.50197, 25.93335
Rzhyshchiv;Ukraine;49.96729, 31.04069
Rzhavyntsi;Ukraine;48.50659, 26.07725
Rynhach;Ukraine;48.30953, 26.24408
Ryl’sk;Russia;51.57141, 34.68324
Rykhtychi;Ukraine;49.38748, 23.56344
Rybakivka;Ukraine;46.62333, 31.36474
Rybach'e;Ukraine;44.77331, 34.59609
Ruzhyn;Ukraine;49.72175, 29.21874
Ruskoivanivka;Ukraine;46.3693, 29.7658
Ruska Poliana;Ukraine;49.417, 31.92009
Rusakovka;Ukraine;45.12369, 34.47458
Rukshyn;Ukraine;48.48822, 26.40104
Rudne;Ukraine;49.83333, 23.9
Rudnytsya;Ukraine;48.25964, 28.93372
Rudky;Ukraine;49.65306, 23.48702
Ruch’i;Ukraine;45.78564, 33.66093
Rubizhne;Ukraine;49.00606, 38.38119
Rozvadiv;Ukraine;49.50305, 23.95819
Rozivka;Ukraine;47.3954, 37.07078
Rozivka;Ukraine;46.93802, 35.77566
Rozhniativ;Ukraine;48.93975, 24.15627
Rozhniv;Ukraine;48.36465, 25.23109
Rozhyshche;Ukraine;50.91542, 25.26906
Rozivka;Ukraine;46.04445, 29.89882
Rozdil;Ukraine;49.46201, 24.06236
Rozdilna;Ukraine;46.85479, 30.07091
Roylyanka;Ukraine;46.28821, 29.79365
Kurakhove;Ukraine;47.9847, 37.27937
Rivne;Ukraine;48.24098, 31.75845
Rivne;Ukraine;46.01753, 29.1398
Rovenky;Ukraine;48.08331, 39.37764
Roztoky;Ukraine;48.17414, 25.13305
Rososhany;Ukraine;48.39905, 27.00197
Rozkishna;Ukraine;49.36899, 30.19398
Rozkishne;Ukraine;48.48959, 39.27881
Roskoshnoye;Ukraine;45.65187, 34.11552
Ropcha;Ukraine;48.11439, 25.76798
Romodan;Ukraine;49.99135, 33.32626
Romny;Ukraine;50.75104, 33.47471
Romashkino;Ukraine;45.25647, 33.25517
Romankivtsi;Ukraine;48.48421, 27.2141
Roksolany;Ukraine;46.17608, 30.4568
Rokosovo;Ukraine;48.20829, 23.17849
Rokytne;Ukraine;51.2796, 27.214
Rohatyn;Ukraine;49.41043, 24.61103
Rohan;Ukraine;49.9029, 36.48122
Rodnikovo;Ukraine;45.04296, 33.95407
Rodynske;Ukraine;48.35415, 37.20641
Rodatychi;Ukraine;49.79862, 23.53336
Rivne;Ukraine;50.62308, 26.22743
Revne;Ukraine;48.33333, 25.8
Reshetylivka;Ukraine;49.563, 34.07896
Repuzhyntsi;Ukraine;48.65554, 25.79109
Ripky;Ukraine;51.80105, 31.08383
Ridkivtsi;Ukraine;48.33902, 26.07342
Richky;Ukraine;50.27706, 23.64617
Rechka;Ukraine;48.28034, 24.9333
Rozdory;Ukraine;48.32936, 35.71204
Razdol’noye;Ukraine;45.77083, 33.48777
Rava-Ruska;Ukraine;50.23079, 23.62825
Ratne;Ukraine;51.6683, 24.5303
Rozsypne;Ukraine;48.14966, 38.57619
Rashkiv;Ukraine;48.51049, 26.26889
Ralivka;Ukraine;49.49982, 23.23739
Rakiv Lis;Ukraine;51.62174, 24.92427
Rakoshyno;Ukraine;48.46631, 22.59692
Rokytne;Ukraine;49.69055, 30.47955
Rokytne;Ukraine;48.32978, 26.19039
Rakhiv;Ukraine;48.05472, 24.20314
Rafalivka;Ukraine;51.31143, 25.9956
Radushne;Ukraine;47.81548, 33.51015
Radisnyy Sad;Ukraine;46.90089, 31.98839
Radisne;Ukraine;47.0002, 30.33928
Radomyshl;Ukraine;50.49613, 29.22911
Radens’k;Ukraine;46.5486, 32.92787
Radekhiv;Ukraine;50.28249, 24.64279
Radcha;Ukraine;48.85081, 24.65603
Pyatykhatky;Ukraine;48.40821, 33.70919
Pyatikhatka;Ukraine;45.32347, 34.25516
Puzhaykovo;Ukraine;48.10883, 29.82747
Putyvl;Ukraine;51.33745, 33.87066
Putyla;Ukraine;47.99343, 25.08757
Pustomyty;Ukraine;49.71661, 23.90698
Pushkino;Ukraine;45.20373, 34.97642
Pukhivka;Ukraine;50.6097, 30.7177
Pryluky;Ukraine;50.59323, 32.38761
Pryamobalka;Ukraine;45.89069, 29.30175
Prudianka;Ukraine;50.23606, 36.16835
Prudy;Ukraine;45.23922, 34.70217
Prosyana;Ukraine;48.11368, 36.37175
Prostornoye;Ukraine;45.65597, 34.69837
P'yatypill'ya;Ukraine;48.0159, 38.09979
Dyakivtsi;Ukraine;48.1, 26.25
Pryyutivka;Ukraine;48.72925, 33.06617
Pryvillia;Ukraine;49.00556, 38.29883
Pryvilne;Ukraine;47.49339, 32.29702
Privetnoye;Ukraine;45.11969, 35.0596
Privetnoye;Ukraine;44.82145, 34.67935
Pryshyb;Ukraine;47.25614, 35.32426
Pryozerne;Ukraine;45.60961, 29.16376
Priozyornoye;Ukraine;45.2699, 36.33405
Sartana;Ukraine;47.17704, 37.69273
Prymorske;Ukraine;45.69012, 29.7974
Prymors’ke;Ukraine;45.51761, 29.60528
Primorskiy;Ukraine;45.11201, 35.4786
Prymorsk;Ukraine;46.73415, 36.34599
Prylymanske;Ukraine;46.42369, 30.61446
Prykolotne;Ukraine;50.16273, 37.34524
Prybuzhzhya;Ukraine;47.67286, 31.23443
Prybuzhany;Ukraine;47.53085, 31.32975
Prybuzske;Ukraine;46.77968, 32.09732
Pryazovske;Ukraine;46.73123, 35.64082
Pryvoroky;Ukraine;48.10648, 26.03536
Preobrazhenka;Ukraine;47.57194, 35.81667
Pravda;Ukraine;45.77903, 33.84649
Potelych;Ukraine;50.20804, 23.54674
Poroshkovo;Ukraine;48.66832, 22.75328
Porohy;Ukraine;48.68493, 24.25158
Popilnia;Ukraine;49.9532, 29.45265
Popasna;Ukraine;48.63328, 38.37804
Poninka;Ukraine;50.18413, 27.52817
Pomichna;Ukraine;48.23975, 31.40865
Pomoriany;Ukraine;49.6427, 24.9346
Polianka;Ukraine;50.25836, 27.68809
Polyanetske;Ukraine;48.07338, 30.12205
Poliana;Ukraine;48.4862, 26.23527
Poltava;Ukraine;49.58925, 34.55367
Polonne;Ukraine;50.11944, 27.50856
Polohy;Ukraine;47.47865, 36.25463
Pokrovske;Ukraine;47.98126, 36.23446
Pokrovka;Ukraine;47.35326, 31.52365
Ivanivka;Ukraine;46.6541, 31.66495
Pokotylivka;Ukraine;49.91343, 36.17511
Pohreby;Ukraine;50.55453, 30.64455
Pohrebyshche;Ukraine;49.48508, 29.25988
Pohorilivka;Ukraine;48.54744, 25.96418
Podvirne;Ukraine;48.29848, 26.62016
Pidvolochysk;Ukraine;49.53131, 26.14401
Pidvynohradiv;Ukraine;48.13843, 22.97304
Pidkamin;Ukraine;49.94599, 25.31672
Pidhirtsi;Ukraine;49.94611, 24.9795
Pidhorodne;Ukraine;48.57422, 35.09702
Pidhorodna;Ukraine;48.10846, 30.88939
Pidhirne;Ukraine;46.24692, 29.04207
Pidhaitsi;Ukraine;49.2678, 25.12766
Pidbuzh;Ukraine;49.33194, 23.25117
Poshtove;Ukraine;44.8354, 33.96159
Pochayiv;Ukraine;50.00412, 25.5093
Pobuzke;Ukraine;48.1595, 30.59247
Pobednoye;Ukraine;45.70109, 34.44805
Pnikut;Ukraine;49.71006, 23.1329
Pniv;Ukraine;48.61487, 24.52783
Plodovoye;Ukraine;44.87156, 33.85615
Plavni;Ukraine;45.39632, 28.58239
Koktebel;Ukraine;44.96462, 35.24767
Plakhtiyivka;Ukraine;46.095, 29.7189
Pivdenne;Ukraine;49.8832, 36.06846
Pishcha;Ukraine;51.60928, 23.82079
Pysarivka;Ukraine;48.04988, 29.04549
Pyriatyn;Ukraine;50.24388, 32.5203
Pyrizhna;Ukraine;48.16161, 29.09932
Pionerskoye;Ukraine;44.88083, 34.20194
Pylypets;Ukraine;48.65899, 23.28346
Petrivske;Ukraine;49.17421, 36.89548
Petrovske;Ukraine;48.29662, 38.87892
Petrove;Ukraine;48.33809, 33.2653
Petrivka;Ukraine;46.9108, 30.72167
Petrivka;Ukraine;46.31283, 29.95259
Petrovka;Ukraine;45.49776, 34.28816
Petropavlivka;Ukraine;48.46353, 36.43061
Petropavlivka;Ukraine;46.34171, 29.56007
Petrodolynske;Ukraine;46.43382, 30.40377
Kurisove;Ukraine;46.96951, 30.95914
Petrykivka;Ukraine;48.7279, 34.62837
Petrikov;Ukraine;49.52782, 25.58097
Petrivsk;Ukraine;46.44711, 28.9701
Petranka;Ukraine;48.90526, 24.30618
Piskivka;Ukraine;50.69378, 29.61934
Peschanoye;Ukraine;44.84342, 33.60921
Pishchanka;Ukraine;48.21249, 28.88056
Pischchana;Ukraine;48.12918, 29.73086
Pervomayskoye;Ukraine;45.71744, 33.85596
Pervomaiskyi;Ukraine;49.37646, 36.21848
Pervomayskoye;Ukraine;45.11207, 34.06478
Pervomaisk;Ukraine;48.62831, 38.56205
Pervomaysk;Ukraine;48.04478, 30.84784
Pershotravneve;Ukraine;51.39287, 28.86837
Manhush;Ukraine;47.05625, 37.31193
Pershotravneve;Ukraine;45.48168, 29.04623
Pershotravensk;Ukraine;48.3479, 36.39637
Perovo;Ukraine;44.92513, 34.05753
Perkivtsi;Ukraine;48.44747, 26.65056
Pereiaslav;Ukraine;50.06739, 31.44969
Perevalsk;Ukraine;48.43779, 38.84384
Pereval'noye;Ukraine;44.84838, 34.31271
Pereshchepyne;Ukraine;49.02512, 35.36885
Peresichna;Ukraine;50.02452, 35.97871
Peresadivka;Ukraine;47.11353, 32.1908
Peremyshliany;Ukraine;49.67053, 24.55657
Perehonivka;Ukraine;48.53218, 30.52091
Perehinske;Ukraine;48.81118, 24.19196
Perechyn;Ukraine;48.73494, 22.47718
Perebykivtsi;Ukraine;48.58701, 26.13817
Pechenizhyn;Ukraine;48.51668, 24.88317
Pavlysh;Ukraine;48.92301, 33.36076
Pavlivka;Ukraine;49.60978, 38.70107
Pavlivka;Ukraine;49.44143, 28.45956
Pavlivka;Ukraine;47.06411, 32.85069
Pavlivka;Ukraine;45.96102, 29.48856
Pavlohrad;Ukraine;48.53214, 35.86878
Pasytsely;Ukraine;47.83015, 29.68384
Pashkivtsi;Ukraine;48.39409, 26.48164
Pasichna;Ukraine;48.56995, 24.41545
Parutyne;Ukraine;46.70538, 31.89709
Rykove;Ukraine;46.33067, 34.74855
Partizanskoye;Ukraine;44.83379, 34.08465
Parkhomivka;Ukraine;50.12305, 35.00563
Makariv Yar;Ukraine;48.57722, 39.71693
Parafiivka;Ukraine;50.87728, 32.64598
Panyutyne;Ukraine;48.93883, 36.27828
Pantayivka;Ukraine;48.67691, 32.89802
Panka;Ukraine;48.17435, 25.64795
Ozheve;Ukraine;48.55786, 27.4641
Ozerne;Ukraine;50.17816, 28.73384
Ozerne;Ukraine;45.40559, 28.66861
Ozerna;Ukraine;49.62826, 25.33029
Ovruch;Ukraine;51.3246, 28.80351
Ovidiopol;Ukraine;46.24721, 30.43746
Otyniia;Ukraine;48.73792, 24.86115
Ostrovskoye;Ukraine;45.74232, 34.06607
Ostrivne;Ukraine;45.76031, 29.15348
Ostroh;Ukraine;50.32942, 26.51425
Ostrytsya;Ukraine;48.25792, 26.05186
Oster;Ukraine;50.9506, 30.88229
Osypenko;Ukraine;46.91842, 36.82414
Osychky;Ukraine;48.13289, 30.02816
Oshykhliby;Ukraine;48.42337, 25.70484
Orzhytsya;Ukraine;49.78949, 32.69794
Orzhiv;Ukraine;50.75227, 26.11907
Orlovskoye;Ukraine;45.8107, 33.97308
Orlivka;Ukraine;45.31659, 28.44046
Orlinoye;Ukraine;44.44685, 33.77588
Orikhivka;Ukraine;45.80679, 28.90336
Orikhiv;Ukraine;47.57613, 35.78333
Pokrov;Ukraine;47.65361, 34.11488
Ordzhonikidze;Ukraine;44.96401, 35.35576
Orativ;Ukraine;49.18594, 29.52889
Oprysheny;Ukraine;48.05334, 26.02699
Opishnya;Ukraine;49.95948, 34.60634
Onufriyivka;Ukraine;48.89917, 33.44954
Onokivtsi;Ukraine;48.65763, 22.34183
Olyka;Ukraine;50.71855, 25.81251
Olshanske;Ukraine;47.1724, 31.76498
Vilshanka;Ukraine;48.23421, 30.87285
Vilshana;Ukraine;49.21708, 31.2177
Vilkhuvatka;Ukraine;50.18613, 37.51946
Olyshivka;Ukraine;51.22266, 31.33314
Olesko;Ukraine;49.96233, 24.89336
Oleshnyk;Ukraine;48.16532, 22.96249
Olenivka;Ukraine;47.82811, 37.66046
Oleksandriya;Ukraine;48.67466, 33.11761
Oleksandrivka;Ukraine;48.968, 32.23968
Okunevka;Ukraine;45.36855, 32.76357
Oktyabr’skoye;Ukraine;45.65531, 33.94918
Oktyabr'skoye;Ukraine;45.36215, 36.36803
Oktyabr’skoye;Ukraine;45.28866, 34.13521
Okhotskoye;Ukraine;45.48612, 34.86401
Okhotnikovo;Ukraine;45.23985, 33.59405
Odesa;Ukraine;46.48572, 30.74383
Ochakiv;Ukraine;46.61472, 31.54505
Obukhiv;Ukraine;50.10689, 30.61848
Obroshyne;Ukraine;49.78333, 23.86667
Obodivka;Ukraine;48.40063, 29.25588
Obertyn;Ukraine;48.69954, 25.16901
Nyrkiv;Ukraine;48.81433, 25.59909
Nuino;Ukraine;51.54628, 24.91018
Novyi Yarychiv;Ukraine;49.90444, 24.30523
Novyi Svit;Ukraine;47.80591, 38.02112
Novy Svet;Ukraine;44.83087, 34.9137
Novyi Starodub;Ukraine;48.5149, 33.17133
Novi Troyany;Ukraine;45.943, 28.85947
Novi Sanzhary;Ukraine;49.33379, 34.31496
Novi Petrivtsi;Ukraine;50.62754, 30.4431
Novi Broskivtsi;Ukraine;48.22045, 25.70484
Novi Bilokorovychi;Ukraine;51.11548, 28.05463
Novyy Buh;Ukraine;47.69057, 32.51214
Novozhilovka;Ukraine;45.1596, 34.2327
Novoyelizavetivka;Ukraine;47.1538, 30.39987
Novoyehorivka;Ukraine;47.32167, 32.4871
Nove Davydkovo;Ukraine;48.44079, 22.6229
Dubki;Ukraine;44.93581, 34.02355
Novovorontsovka;Ukraine;47.50499, 33.92317
Novovolynsk;Ukraine;50.72576, 24.16265
Novovasylivka;Ukraine;46.82561, 35.75604
Novoukrayinka;Ukraine;48.31661, 31.52355
Novotroyitske;Ukraine;46.35088, 34.33245
Kobzartsi;Ukraine;47.14387, 32.76649
Novosvitlivka;Ukraine;48.49285, 39.50699
Novosvitlivka;Ukraine;47.19985, 31.18437
Novostepnoye;Ukraine;45.66206, 34.387
Novoselytsya;Ukraine;48.43355, 26.98904
Novosilske;Ukraine;45.33425, 28.57169
Novoselovskoye;Ukraine;45.44276, 33.59795
Novoselivka;Ukraine;49.0701, 37.69517
Novoselivka;Ukraine;47.64773, 29.61372
Novoselivka;Ukraine;47.16395, 30.82627
Novoselivka;Ukraine;46.00243, 29.61461
Novoselivka;Ukraine;45.67576, 29.26511
Novosyolovka;Ukraine;44.99377, 33.83525
Mamayvtsi;Ukraine;48.34722, 25.8275
Novoselytsia;Ukraine;50.0703, 27.51955
Novoselytsya;Ukraine;48.21812, 26.26766
Novosamarka;Ukraine;47.50997, 29.52684
Novopskov;Ukraine;49.53316, 39.11845
Novopoltavka;Ukraine;47.54864, 32.502
Novopokrovka;Ukraine;49.83561, 36.55704
Novopokrovka;Ukraine;48.05811, 34.60812
Novopokrovka;Ukraine;45.42198, 34.45052
Poltavka;Ukraine;45.35133, 34.18371
Novopetrivske;Ukraine;47.21275, 31.80568
